boletin,titulo,origen_iniciativa,comision_origen_proxy,comisiones_tramitacion,topic_primary,topic_secondary,method,confidence,needs_review,review_reason,evidence,taxonomy_version,auto_topic_primary,auto_topic_secondary,reviewer,review_rationale,reviewed_at
18514-07,"Protege la integridad psíquica de los funcionarios que participen como agentes encubiertos o reveladores en investigaciones de delitos sexuales contra niños, niñas y adolescentes",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento | Seguridad Ciudadana",Seguridad,Constitución y justicia,institucional_trayectoria,0.94,0,,"comision_origen_transversal=Constitución, Legislación, Justicia y Reglamento || comision_sustantiva=Seguridad Ciudadana",institutional-hybrid-v0.3,Seguridad,Constitución y justicia,,,
18515-08,Prohíbe plantaciones de alta combustibilidad en zonas colindantes a líneas eléctricas,parlamentario,Minería y Energía,Minería y Energía,Minería y energía,,institucional_destinacion,0.97,0,,comision_origen=Minería y Energía,institutional-hybrid-v0.3,Minería y energía,,,,
18516-18,"Modifica la ley N°16.618, de menores, para disponer la resolución inmediata de solicitudes de autorización de salida del país en caso de negativa de deudores de pensiones de alimentos",parlamentario,"Familia, Infancia y Adolescencia","Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",,institucional_destinacion,0.97,0,,"comision_origen=Familia, Infancia y Adolescencia",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",,,,
18517-15,Sanciona la suplantación de identidad mediante el envío de mensajes fraudulentos y dispone en las concesionarias de telecomunicaciones deberes de detección y bloqueo de dichas comunicaciones,parlamentario,Transportes y Telecomunicaciones,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,,institucional_destinacion,0.97,0,,comision_origen=Transportes y Telecomunicaciones,institutional-hybrid-v0.3,Transportes y telecomunicaciones,,,,
18501-10,"Aprueba el Acuerdo de alcance parcial entre la República de Chile y la República de Trinidad y Tobago, adoptado mediante suscripción virtual, el 25 de abril de 2025",ejecutivo,Relaciones Exteriores,Relaciones Exteriores,Relaciones exteriores,,institucional_destinacion,0.97,0,,comision_origen=Relaciones Exteriores,institutional-hybrid-v0.3,Relaciones exteriores,,,,
18518-06,Modifica aspectos procesales en el otorgamiento de pensiones de gracia,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18519-13,Establece un permiso laboral ante situaciones de emergencia o catástrofe declarada por la autoridad,parlamentario,Trabajo y Seguridad Social,Trabajo y Seguridad Social,Trabajo y seguridad social,,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,,,,
18520-07,Modifica la Constitución Política en cuanto a la regulación del pago de dieta y asignaciones a congresistas desaforados,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,Trabajo y seguridad social,hibrido_institucional_texto,0.875,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:16.50 || score_2=Trabajo y seguridad social:11.25",institutional-hybrid-v0.3,Constitución y justicia,Trabajo y seguridad social,,,
18531-03,Crea un marco de protección de activos estratégicos para la seguridad nacional y económica del país,parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo | Defensa Nacional","Economía, comercio y consumidores",Defensa,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",Defensa,,,
18527-04,"Modifica la ley N°21.091, sobre educación superior, para que los establecimientos promuevan la inserción laboral y empleabilidad de sus egresados",parlamentario,Educación,Educación,Educación,,institucional_destinacion,0.97,0,,comision_origen=Educación,institutional-hybrid-v0.3,Educación,,,,
18528-01,"Modifica la ley N°21.020, sobre tenencia responsable de mascotas y animales de compañía, para agravar las penas por abandonar animales en zonas rurales",parlamentario,"Agricultura, Silvicultura y Desarrollo Rural","Agricultura, Silvicultura y Desarrollo Rural",Agricultura y mundo rural,,institucional_destinacion,0.97,0,,"comision_origen=Agricultura, Silvicultura y Desarrollo Rural",institutional-hybrid-v0.3,Agricultura y mundo rural,,,,
18530-02,Modifica las sanciones a los delitos de espionaje y protege la información estratégica del Estado,parlamentario,Defensa Nacional,Defensa Nacional,Defensa,,institucional_destinacion,0.97,0,,comision_origen=Defensa Nacional,institutional-hybrid-v0.3,Defensa,,,,
18532-06,Rehabilita la nacionalidad chilena a Adolfo José Ochagavía Hubner,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18533-07,"Sanciona la difusión pública de instrucciones para el abuso y la explotación sexual de niños, niñas y adolescentes y la apología de tales delitos",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento","Familia, infancia y adolescencia",Constitución y justicia,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Familia, infancia y adolescencia:24.00 || score_2=Constitución y justicia:5.50",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",Constitución y justicia,,,
18622-24,Establece requisitos de elegibilidad para el acceso a fondos públicos destinados a actividades culturales y artísticas,parlamentario,"Cultura, Artes y Comunicaciones","Cultura, Artes y Comunicaciones",Cultura y comunicaciones,,institucional_destinacion,0.97,0,,"comision_origen=Cultura, Artes y Comunicaciones",institutional-hybrid-v0.3,Cultura y comunicaciones,,,,
18505-06,"Iniciado en moción de los Honorables Senadores señor Flores y señoras Astudillo,  Núñez y Vodanovic, con la que inician un proyecto de ley, que modifica la ley N° 21.325, de Migración y Extranjería, con el objeto de sancionar penalmente la celebración de matrimonios o acuerdos de unión civil con fines migratorios",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18526-07,"Establece una nueva causal de cesación en el cargo de diputado o senador y de otras autoridades que indica, por detección de consumo de sustancias estupefacientes o psicotrópicas de carácter ilícito, sin justificación médica",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Gobierno interior y descentralización,Constitución y justicia | Seguridad,revision_semantica,0.95,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:9.25 || score_2=Seguridad:3.00",institutional-hybrid-v0.3,Constitución y justicia,,modelo_lenguaje_revision_completa,Crea una causal de cesación de autoridades por consumo ilícito de drogas como estándar de probidad e integridad pública; seguridad y diseño constitucional son secundarios.,2026-09-02
18534-13,Modifica el Código del Trabajo para extender la obligación de ofrecer trabajo a distancia o teletrabajo en casos de emergencia declarada por autoridad pública,parlamentario,Trabajo y Seguridad Social,Trabajo y Seguridad Social,Trabajo y seguridad social,,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,,,,
18535-07,Modifica el Código Civil para disponer la servidumbre legal de tránsito en casos que indica,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Vivienda y territorio,Constitución y justicia | Infraestructura y obras públicas,revision_semantica,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:8.50 || score_2=Transportes y telecomunicaciones:8.00",institutional-hybrid-v0.3,Constitución y justicia,Transportes y telecomunicaciones,modelo_lenguaje_revision_completa,La regla sustantiva facilita servidumbres de tránsito para predios rurales e insulares sin acceso adecuado; el derecho civil y el procedimiento son instrumentos.,2026-09-02
18536-07,Modifica el Código Penal para tipificar el delito de ofensa racial y agravar su pena en las circunstancias que indica,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Derechos humanos,Constitución y justicia,revision_semantica,0.97,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:9.75 || score_2=Cultura y comunicaciones:2.25",institutional-hybrid-v0.3,Constitución y justicia,,modelo_lenguaje_piloto,La iniciativa protege frente a ofensas raciales y discriminación; la tipificación penal es el instrumento jurídico para esa tutela.,2026-09-02
18537-06,Tipifica la simulacion al celebrar de matrimonios o acuerdos de unión civil con fines migratorios,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18521-07,Modifica la Constitución Política para incorporar una causal de cesación e incompatibilidad por detección de sustancias estupefacientes o sicotrópicas ilícitas,ejecutivo,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,Gobierno interior y descentralización,hibrido_institucional_texto,0.857,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:12.00 || score_2=Gobierno interior y descentralización:7.50",institutional-hybrid-v0.3,Constitución y justicia,Gobierno interior y descentralización,,,
18522-10,"Aprueba el Acuerdo de servicios aéreos entre el Gobierno de la República de Chile y el Gobierno del Sultanato de Omán, suscrito en Kuala Lumpur, Malasia, el 24 de octubre de 2024",ejecutivo,Relaciones Exteriores,Relaciones Exteriores,Relaciones exteriores,,institucional_destinacion,0.97,0,,comision_origen=Relaciones Exteriores,institutional-hybrid-v0.3,Relaciones exteriores,,,,
18540-06,"Modifica la ley N°19.638, sobre constitución jurídica de las iglesias y organizaciones religiosas, para simplificar la obtención de la personalidad jurídica de las entidades religiosas y garantizar su igualdad de trato ante los órganos del Estado.",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18523-16,Modifica el Reglamento de la Cámara de Diputados para incorporar a la infancia y la adolescencia en la denominación de la Comisión de la Familia,parlamentario,Régimen Interno y Administración,Régimen Interno y Administración,"Familia, infancia y adolescencia",Administración parlamentaria,hibrido_institucional_texto,0.92,0,,"origen=Régimen Interno y Administración || score_1=Familia, infancia y adolescencia:19.75 || score_2=Constitución y justicia:3.00",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",Administración parlamentaria,,,
18524-05,Extiende vigencia y aumenta cobertura de la ley N° 21.748 y modifica normas que indica,ejecutivo,Hacienda,Hacienda,Economía y hacienda,,hibrido_institucional_texto,0.91,0,,"origen=Hacienda || score_1=Economía y hacienda:15.50 || score_2=Economía, comercio y consumidores:8.25",institutional-hybrid-v0.3,Economía y hacienda,,,,
18525-06,"Modifica la ley N° 21.802, que fortalece la institucionalidad municipal en materia de seguridad pública y prevención del delito",ejecutivo,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18539-21,"Modifica diversos cuerpos legales, con el objeto de tipificar nuevos delitos en el sector pesquero y de regular técnicas especiales de investigación",parlamentario,"Pesca, Acuicultura e Intereses Marítimos","Pesca, Acuicultura e Intereses Marítimos",Pesca y acuicultura,,institucional_destinacion,0.97,0,,"comision_origen=Pesca, Acuicultura e Intereses Marítimos",institutional-hybrid-v0.3,Pesca y acuicultura,,,,
18541-06,Modifica el Código Penal para incorporar una agravante en caso de robo o hurto cometido durante situaciones de desastre natural o evacuación preventiva,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización | Seguridad Ciudadana",Gobierno interior y descentralización,Seguridad,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,Seguridad,,,
18542-29,"Modifica la ley N°19.712, del deporte, para promover la difusión de las disciplinas deportivas en los medios de comunicación social",parlamentario,Deportes y Recreación,Deportes y Recreación,Deportes,,institucional_destinacion,0.97,0,,comision_origen=Deportes y Recreación,institutional-hybrid-v0.3,Deportes,,,,
18543-35,Fomenta el acceso y participación de personas mayores en actividades económicas,parlamentario,Personas Mayores y Discapacidad,Personas Mayores y Discapacidad,Personas mayores y discapacidad,,institucional_destinacion,0.97,0,,comision_origen=Personas Mayores y Discapacidad,institutional-hybrid-v0.3,Personas mayores y discapacidad,,,,
18544-06,Sanciona la celebración de matrimonios y acuerdos de unión civil destinados a obtener beneficios estatales o residencia en el país,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18545-07,Modifica la Constitución Política para establecer un estatuto especial de aplicación de la ley penal a imputados rebeldes,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:15.75 || score_2=Derechos humanos:0.75",institutional-hybrid-v0.3,Constitución y justicia,,,,
18546-34,"Modifica diversos cuerpos legales, con el objeto de regular la gestación por subrogación altruista",parlamentario,Mujeres y Equidad de Género,Mujeres y Equidad de Género,Mujeres y género,,institucional_destinacion,0.97,0,,comision_origen=Mujeres y Equidad de Género,institutional-hybrid-v0.3,Mujeres y género,,,,
18547-35,"Establece una ley marco para la atención temprana de niños y niñas con discapacidad, rezago del desarrollo o factores de riesgo asociados",parlamentario,Personas Mayores y Discapacidad,Personas Mayores y Discapacidad,Personas mayores y discapacidad,,institucional_destinacion,0.97,0,,comision_origen=Personas Mayores y Discapacidad,institutional-hybrid-v0.3,Personas mayores y discapacidad,,,,
18548-11,"Modifica la ley N° 19.664, con el objeto de establecer la movilidad territorial exclusiva entre zonas extremas y territorios especiales del país para los médicos que deben cumplir su período asistencial obligatorio",parlamentario,Salud,Salud,Salud,,institucional_destinacion,0.97,0,,comision_origen=Salud,institutional-hybrid-v0.3,Salud,,,,
18549-15,"Modifica la Ley de Tránsito, con el objeto de establecer nuevo requisito para obtener la licencia de conducir",parlamentario,Transportes y Telecomunicaciones,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,,institucional_destinacion,0.97,0,,comision_origen=Transportes y Telecomunicaciones,institutional-hybrid-v0.3,Transportes y telecomunicaciones,,,,
18550-36,"Modifica la ley N° 20.066, con el objeto de establecer entrevistas videograbadas en resguardo de las víctimas de violencia intrafamiliar",parlamentario,"Familia, Infancia y Adolescencia","Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",,institucional_destinacion,0.97,0,,"comision_origen=Familia, Infancia y Adolescencia",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",,,,
18552-07,"Modifica el numeral 24° del artículo 19, con el objeto de consagrar la recuperación y uso social de los bienes inmuebles abandonados.",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Vivienda y territorio,Constitución y justicia,hibrido_institucional_texto,0.826,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Vivienda y territorio:9.75 || score_2=Constitución y justicia:4.75",institutional-hybrid-v0.3,Vivienda y territorio,Constitución y justicia,,,
18551-04,"Modifica la ley N° 21.040, que crea el sistema de educación pública, con la finalidad de ajustar la segunda etapa de instalación y el traspaso de los servicios locales de educación",ejecutivo,Educación,Educación,Educación,,institucional_destinacion,0.97,0,,comision_origen=Educación,institutional-hybrid-v0.3,Educación,,,,
18553-11,"Modifica diversos cuerpos legales, con el objeto de regular la prevención, detección y atención oncológica en el sector privado",parlamentario,Salud,Salud,Salud,,institucional_destinacion,0.97,0,,comision_origen=Salud,institutional-hybrid-v0.3,Salud,,,,
18554-36,"Modifica diversos cuerpos legales, con el objeto de otorgar protección a los niños y niñas abandonados en establecimientos de salud",parlamentario,"Familia, Infancia y Adolescencia","Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",,institucional_destinacion,0.97,0,,"comision_origen=Familia, Infancia y Adolescencia",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",,,,
18555-17,"Modifica la ley N° 20.405, del Instituto Nacional de Derechos Humanos, para incorporar la figura de los observadores de derechos humanos acreditados",parlamentario,Derechos Humanos y Pueblos Originarios,Derechos Humanos y Pueblos Originarios,Derechos humanos,,institucional_destinacion,0.97,0,,comision_origen=Derechos Humanos y Pueblos Originarios,institutional-hybrid-v0.3,Derechos humanos,,,,
18556-13,"Modifica el Código del Trabajo, con el objeto de extender el permiso a que tienen derecho los trabajadores en el caso de fallecimiento de un hijo",parlamentario,Trabajo y Seguridad Social,Trabajo y Seguridad Social,Trabajo y seguridad social,,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,,,,
18557-03,"Modifica diversos cuerpos legales, con el objeto de regular la revocación de autorizaciones de cobros recurrentes",parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",,,,
18562-07,Establece controles obligatorios sobre consumo de drogas y una causal de cesación en el cargo de las autoridades y directivos superiores que indica,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Gobierno interior y descentralización,Seguridad | Constitución y justicia,revision_semantica,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Educación:12.75 || score_2=Constitución y justicia:10.75",institutional-hybrid-v0.3,Educación,Constitución y justicia,modelo_lenguaje_piloto,"La regulación recae sobre probidad, requisitos y cesación de altas autoridades y directivos públicos; narcotráfico y drogas explican la finalidad preventiva secundaria.",2026-09-02
18563-07,"Incorpora en el Código Penal el delito de apología pública a la discriminación, el maltrato y el abuso sexual en contra de niños, niñas, adolescentes y personas con discapacidad",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento","Familia, infancia y adolescencia",Constitución y justicia,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Familia, infancia y adolescencia:26.25 || score_2=Constitución y justicia:13.50",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",Constitución y justicia,,,
18564-07,Impide temporalmente el alza en el valor del avalúo fiscal de los inmuebles residenciales por la instalación de paneles solares,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Minería y energía,Economía y hacienda | Constitución y justicia,revision_semantica,0.93,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:3.25 || score_2=Minería y energía:3.00",institutional-hybrid-v0.3,Constitución y justicia,,modelo_lenguaje_piloto,La finalidad sustantiva es incentivar generación solar residencial evitando un desincentivo tributario; el instrumento es tributario y constitucional.,2026-09-02
18565-03,Incrementa la información sobre cobros en estados de cuenta y el control de cargos recurrentes en medios de pago,parlamentario,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, Fomento, MIPYMES, Consumidores y Turismo | Constitución, Legislación, Justicia y Reglamento","Economía, comercio y consumidores",Constitución y justicia,institucional_destinacion,0.97,0,,"comision_origen=Economía, Fomento, MIPYMES, Consumidores y Turismo",institutional-hybrid-v0.3,"Economía, comercio y consumidores",Constitución y justicia,,,
18566-07,Dispone un sistema general de control de consumo de drogas en las autoridades que indica,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Gobierno interior y descentralización,Seguridad | Constitución y justicia,revision_semantica,0.95,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Seguridad:5.25 || score_2=Constitución y justicia:4.00",institutional-hybrid-v0.3,Seguridad,Constitución y justicia,modelo_lenguaje_revision_completa,Regula estándares de probidad e integridad aplicables a autoridades mediante controles de drogas; narcotráfico y diseño constitucional son finalidades conexas.,2026-09-02
18575-11,Promueve el establecimiento de escuelas de medicina en todas las regiones del país,parlamentario,Salud,Educación | Hacienda | Salud,Salud,Educación | Economía y hacienda,institucional_destinacion,0.97,0,,comision_origen=Salud,institutional-hybrid-v0.3,Salud,Educación | Economía y hacienda,,,
18588-13,"Suspende transitoriamente los efectos de la ley N°21.643, que modifica el Código del Trabajo y otros cuerpos legales en materia de prevención, investigación y sanción del acoso laboral, sexual o de violencia en el trabajo",parlamentario,Trabajo y Seguridad Social,Trabajo y Seguridad Social,Trabajo y seguridad social,,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,,,,
18567-07,Modifica la Constitución Política para permitir a las Cámaras del Congreso Nacional solicitar el trámite de urgencia en la discusión de mociones,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Administración parlamentaria,Constitución y justicia,revision_semantica,0.99,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:9.00 || score_2=Educación:0.75",institutional-hybrid-v0.3,Constitución y justicia,,modelo_lenguaje_revision_completa,Transfiere a las Cámaras capacidad para solicitar urgencia en la discusión de mociones y modifica directamente el funcionamiento del proceso legislativo parlamentario.,2026-09-02
18568-07,Modifica el Código Penal para sancionar supuestos de acceso a sustancias o medicamentos abortivos,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Salud,Constitución y justicia | Mujeres y género,revision_semantica,0.91,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Salud:14.00 || score_2=Constitución y justicia:11.25",institutional-hybrid-v0.3,Salud,Constitución y justicia,modelo_lenguaje_piloto,El problema descrito es el acceso clandestino y riesgoso a medicamentos abortivos; la sanción penal y la regulación del aborto son dimensiones jurídicas y de género secundarias.,2026-09-02
18569-06,"Modifica la ley N°20.000, que sanciona el tráfico ilícito de estupefacientes y sustancias sicotrópicas, para disponer como inhabilidad temporal para acceder a la función pública el haber patrocinado la defensa de imputados por infracciones a esa ley",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18570-07,Modifica la Constitución Política para incorporar al Fiscal Nacional y a los fiscales regionales del Ministerio Público como sujetos acusables constitucionalmente por notable abandono de deberes,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:34.75 || score_2=Cultura y comunicaciones:3.75",institutional-hybrid-v0.3,Constitución y justicia,,,,
18576-06,Modifica la Ley sobre Rentas Municipales para ampliar el plazo de vigencia de las patentes municipales provisorias,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18599-06,Declara feriado legal el 17 de septiembre de 2026,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización | Trabajo y Seguridad Social",Gobierno interior y descentralización,Trabajo y seguridad social,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,Trabajo y seguridad social,,,
18573-25,Autoriza al Presidente de la República para recompensar a quienes aporten antecedentes útiles para la investigación y sanción de delitos vinculados al crimen organizado,parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18574-25,Modifica el Código Penal para tipificar supuestos de tenencia de armas cortantes o punzantes en establecimientos penitenciarios,parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18583-14,"Modifica el decreto ley N°1.305, de 1975, para garantizar que las postulaciones a los programas habitacionales puedan realizarse de modo individual o colectivo",parlamentario,"Vivienda, Desarrollo Urbano","Vivienda, Desarrollo Urbano",Vivienda y territorio,,institucional_destinacion,0.97,0,,"comision_origen=Vivienda, Desarrollo Urbano",institutional-hybrid-v0.3,Vivienda y territorio,,,,
18558-25,"Modifica diversos cuerpos legales, con el objeto de establecer la obligación de entrega o puesta en ejecución de claves de descifrado, y de sancionar penalmente su incumplimiento",parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18559-37,"Autoriza erigir un monumento, en la región de Arica y Parinacota, en homenaje a &quot;La Cantinera&quot;, heroína de la Guerra del Pacífico",parlamentario,"Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, patrimonio y deporte",,institucional_destinacion,0.97,0,,"comision_origen=Cultura, Patrimonio, Artes, Deportes y Recreación",institutional-hybrid-v0.3,"Cultura, patrimonio y deporte",,,,
18561-36,"Modifica diversos cuerpos legales, en materia de control y seguimiento de niñas y niños bajo el régimen de reunificación familiar.",parlamentario,"Familia, Infancia y Adolescencia","Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",,institucional_destinacion,0.97,0,,"comision_origen=Familia, Infancia y Adolescencia",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",,,,
18586-11,"Modifica la Ley N°19.496, sobre protección de los derechos de los consumidores, para exigir la disponibilidad de servicios higiénicos de uso público en locales comerciales que indica",parlamentario,Salud,Salud,Salud,,institucional_destinacion,0.97,0,,comision_origen=Salud,institutional-hybrid-v0.3,Salud,,,,
18587-06,Sanciona el incumplimiento de órdenes de evacuación o prohibiciones de ingreso emitidas por las autoridades y permite exigir el reembolso de los costos extraordinarios de búsqueda y rescate,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
